recipe_id,step_number,step_content
46233,5,Coat chicken strips in flour mixture then dip in egg and roll in breadcrumbs.
46233,6,"Place chicken on baking sheet, drizzle with melted butter or margarine."
46233,7,"Bake 12-15 minutes, until chicken is fully cooked and no longer pink in center."
46233,8,Let cool for 30 minutes.
46233,9,Place each serving in a small plastic food-storage bag and refrigerate up to 3 days.
46233,10,"Serve with catsup, if desired."
46233,11,TO FREEZE: Place each serving in a heavy-duty plastic food storage bag and freezes up to 1 month.
46233,12,Frozen nuggets placed in a lunch box at room temperature will thaw in 3 hours.
429838,1,Melt butter in saucepan over medium heat. Add 1/4 cup grated onion. Saute 2 minutes. Add oregano and 1/2 tsp salt. Cook with stirring 3 minutes until onions begin to brown. Add crushed garlic. Cook 30 seconds. Add crushed tomatoes and sugar. Turn heat to high and cook with stirring until simmering. Turn heat to medium low. Simmer 10 minutes. Remove from heat. Stir in olive oil and basil. Season with salt and pepper to taste. Serve over pasta.
101814,1,Preheat the oven to 350°F.
101814,2,"Place all ingredients in bowl, stir together until combined."
101814,3,Roll the cookies into golf ball sized balls with cooking oil sprayed hands.
101814,4,"Place on cookie sheet (s) about 2 inches apart, giving them room to spread slightly."
101814,5,"Spray tops with cooking oil, flip over with a cooking oil sprayed spatula, these are precautions so your cookies won't stick to the pan."
101814,6,Bake about 8 minutes for moist cookies and 10-12 for dry cookies.
101814,7,Store in Tupperware between layers of waxed paper.
101814,8,Great with a pumpkin pie latte!
12044,1,"In a medium frying pan, fry venison and onion, just enough to sear the outside of the meat."
12044,2,"Put all ingredients, except the flour, salt and pepper in a slow cooker or crock pot."
12044,3,Allow to cook on high for about 5 hours.
12044,4,Add flour and salt and pepper to taste.
12044,5,Cook for another 5-7 hours  on low.
12044,6,"You can leave it on low for several hours over and above the cooking time, which will allow the stew to become thicker and the meat more tender to your personal liking."
20736,1,"Stir water, sugar and yeast together and set aside."
20736,2,Dissolve baking soda in 1/2 tablespoon warm water in medium bowl.
20736,3,"Add warm milk, salt and 1 cup flour; beat till smooth."
20736,4,"Beat in yeast mixture and remaining flour (batter will be thick and sticky, but not as thick as normal bread batter)."
20736,5,Spray two pie pans with cooking spray and dust with cornmeal.
20736,6,"Divide dough and place in pie pans, cover and let rise for 1 hour."
20736,7,Preheat oven to 375ºF and bake for 20 minutes till golden.
20736,8,Cool 1 hour and cut in fourths.
39522,1,"Scald milk, being careful not to burn."
39522,2,"Mix together sugar, flour and salt."
39522,3,Add eggs to flour mixture and beat well.
39522,4,"Add slowly to milk, stirring constantly with whisk until thick."
39522,5,(Thickens rapidly).
39522,6,"Remove from heat and add vanilla, orange rind and butter."
39522,7,Stir and cool.
29074,1,"Heat broth, coconut milk and ginger to boiling in saucepan over medium-high heat."
29074,2,Stir in rice.
29074,3,"Heat to boiling, reduce heat."
29074,4,Cover and simmer 15 minutes or until rice is tender and liquid is absorbed.
29074,5,Add lemon rind and green onions; fluff rice lemon rind and onions lightly with fork to mix.
29074,6,Garnish with coconut and lemon slices.
264043,1,"In a medium saucepan, combine the milk and sugar and bring to the boil over medium heat."
264043,2,"Stir in the oats, raisins and cinnamon and cook uncovered stirring often for 2 to 3 minutes or until thickened."
264043,3,Divide between serving bowls and sprinkle with extra cinnamon if desired.
48587,1,In a food processor with the blade and pulse flour and salt.
48587,2,Add eggs and cream cheese run processor till crumbly about 20 seconds.
48587,3,Then through tube slowly add lukewarm water till dough comes into a ball.
48587,4,Process 6 seconds.
48587,5,If sticky just add a little more flour.
48587,6,Let rest 20 minutes.
48587,7,Roll half the dough on floured surface to about 1/16 inch thick.
48587,8,Cut out 5 inch circles using a glass or cookie form.
48587,9,Fill each circle with about 2 tablespoons of filling.
48587,10,Fold over making sure edges are sealed.
48587,11,If dough won`t seal lightly brush water on edges and pinch together.
48587,12,Continue till all dough and filling is used up.
48587,13,Cook in salted boiling water with olive oil.
48587,14,Cook 10 at a time do not over crowd.
48587,15,Stir to avoid sticking.
48587,16,About 3 minutes.
48587,17,Remove with slotted spoon and place in bowl.
48587,18,Add sauteed onions and butter to coat.
48587,19,Repeat till all are cooked.
48587,20,You can serve with sour cream.
48587,21,After boiling you can also pan fry in butter and onions till golden brown.
53499,1,Preheat oven to 350°F.
53499,2,"lightly grease and flour a 13x9-inch baking pan, shake out excess flour."
53499,3,"Place cake mix, brown sugar and cinnamon in a large mixing bowl."
53499,4,"Add mashed bananas, ONE CUP OF WATER, oil, eggs and if desired, liqueur."
53499,5,Blend with electric mixer on low speed 1 minute.
53499,6,Stop mixer and scrape down side of bowl with rubber spatula.
53499,7,Beat 2 minutes at medium speed until well blended.
53499,8,"Pour into prepared pan, place on center rack of oven."
53499,9,"Bake until lightly browned, About 40 minutes, toothpick inserted in center comes out clean Remove from oven, cool on wire rack."
53499,10,FROSTING: Place cream cheese and butter in large mixing bowl.
53499,11,Blend with mixer on low until combined.
53499,12,"Add powdered sugar a little at a time, and blend on low speed until well mixed."
53499,13,Add flavoring and blend until fluffy.
53499,14,Use at once to frost cake.
150207,1,"In a Dutch oven heat oil, then add in the basil, oregano, chili flakes, bay leaf and onion; saute, stirring with a wooden spoon for about 4 minutes (this will release the flavors in the spices)."
150207,2,Add in garlic and cook for 2 minutes.
150207,3,Add in tomato paste and cook stirring with a wooden spoon for 2 minutes.
150207,4,Add in ground beef and sausage meat; cook until well browned (about 10 minutes) drain any fat.
150207,5,"Add in the wine and simmer for 2-3 minutes, stirring."
150207,6,"Add in crushed tomatoes, tomato sauce, beef broth, mushrooms, sugar, 2 tablespoons salt, Worcestershire sauce; bring to a boil, reduce heat and simmer partially covered for about 2 hours (or you can simmer for longer on low heat)."
150207,7,Season with black pepper.
150207,8,Remove the bay leaf and serve over hot cooked pasta then sprinkle with lots grated Parmesan cheese.
5366,1,"Beat eggs and sugar. Add pumpkin and lemon juice, mixing well, then dry  ingredients."
5366,2,Spread batter into a greased and waxed-paper-lined 10x15  jelly roll pan. Bake at 375 for 15 minutes.
5366,3,"Remove, allow to cool 15 minutes. Roll cake in tea towel or waxed paper and cool 10 more minutes."
5366,4,Filling: Beat cream cheese and margarine; add sugar and vanilla. Beat till smooth.
5366,5,Unroll cake and spread filling evenly.
5366,6,Re-roll and chill at least one hour before serving.
14384,1,"Mince cranberries with a hand-blender, food-processor, or some kind of chopper."
14384,2,"I use my Braun hand-blender, and the little cup it came with, which is used to chop things really small (rather than pureeing them, which the blender would probably do, if I used it without the cup)."
14384,3,"But you only fill it a 1/4 to a 1/2 full each time, or they won't be minced properly."
14384,4,"(cranberries may be prepared up to 3 days in advance) In a bowl, mix the first four ingredients, and refrigerate for at least one hour, best if overnight."
14384,5,"In the morning, or shortly before serving, whip the whipping cream until it peaks."
14384,6,Set aside.
14384,7,"Add the marshmallows to the cranberry mixture, until thoroughly incorporated into the mix."
14384,8,"Then slowly fold in the whipped cream, until it's completely mixed."
14384,9,Refrigerate until serving.
83407,1,Preheat oven to 350°F.
83407,2,Line 18 large muffin cups with paper liners.
83407,3,"Sift the flour, sugar, baking powder, baking soda, and salt into the bowl of an electric mixer fitted with the paddle attachment."
83407,4,Add the melted butter and blend.
83407,5,"Combine the eggs, milk, vanilla and mashed bananas, and add then to the flour-and-butter mixture."
83407,6,Scrape the bowl and blend well.
83407,7,Don't overmix.
83407,8,"Fold the diced bananas, walnuts, granola and coconut into the batter."
83407,9,"Spoon the batter into the paper liners, filling each one to the top."
83407,10,"Top each muffin with dried banana chips, granola, or coconut, if desired."
83407,11,"Bake for 25-30 minutes, or until the tops are brown and a toothpick comes out clean."
83407,12,"Cool slightly, remove from the pan, and serve."
121287,1,"Marinate chicken slices with 1-2 teaspoons soy sauce, while assembling sauce ingredients in blender or by hand."
121287,2,Heat oil in large frying pan or wok over high heat.
121287,3,Saute chicken about 2 minutes or until cooked.
121287,4,Add sauce and bring to boil.
121287,5,Stir until thickens (just a couple of minutes).
121287,6,Serve with Steamed white rice and garnish with chopped green onions.
174189,1,Preheat oven to 375°F.
174189,2,"Beat butter and sugars in a large bowl until well blended. Add eggs and vanilla, beat well."
174189,3,"In a separate bowl combine flour, baking soda, cinnamon and salt; gradually add to butter mixture, beating until well blended."
174189,4,"Stir in oatmeal and butterscotch chips, mix well."
174189,5,Drop by heaping teaspoons onto ungreased cookie sheet.
174189,6,"Bake 8-10 minutes or until golden brown.  cool slightly, remove from cookie sheet to wire rack. Cool completely."
174189,7,Enjoy!
76138,1,Set oven to 350 degrees F.
76138,2,Grease a medium-size casserole dish.
76138,3,Mix the first 6 ingredients in a bowl.
76138,4,Add the uncooked rice to the soup mixture; mix until combined.
76138,5,Transfer the soup/rice mixture to the casserole then spread out in the dish.
76138,6,Place the chicken on top of the mixture.
76138,7,Sprinkle with the dry onion soup.
76138,8,Cover with foil and bake for 1 hour 30 minutes or until rice is cooked and the chicken is done.
76138,9,Allow to stand for 10 mins before serving.
76138,10,Delicious!
19654,1,Pre-heat oven to 350 degrees F or 180°C.
19654,2,Grease and flour one loaf pan.
19654,3,Mix ingredients in the order given.
19654,4,Pour into loaf pan and bake for one hour or until the loaf tests clean.
19654,5,"If the top starts to brown too much, cover with aluminium foil and continue cooking until bread is done."
40673,1,Preheat oven to 375.
40673,2,Grease a 9 x 13-inch baking dish.
40673,3,Melt butter in small skillet over medium-high heat.
40673,4,"Add onion and garlic; cook and stir 4 to 6 minutes or until tender, stirring constantly."
40673,5,Set aside.
40673,6,"In a large bowl, combine corn, cream style corn, eggs and 1/4 teaspoon salt."
40673,7,Mix well.
40673,8,Add corn muffin mix-mix well.
40673,9,Fold in cooked onion mixture.
40673,10,Pour into greased dish.
40673,11,"In a large bowl, combine all topping ingredients, except cheese, mix well."
40673,12,Spoon over corn bread to within 1 inch of edges.
40673,13,Sprinkle with cheese.
40673,14,Bake at 375 for 35 to 40 minutes or until edges are golden brown.
324802,1,Layer ingredients in order listed above. Do not stir
324802,2,Cover and cook until peas are soft  High: 4-5 hours or Low: 8-10 hours
324802,3,Remove bay leaf and garlic (if it has held together) before serving.
32871,1,Preheat oven to 350*.
32871,2,Arrange graham crackers in a single layer in a 15 x 10 baking sheet.
32871,3,"Combine butter and sugar in saucepan and bring to a boil over medium heat, stirring constantly until butter melts; then boil 2 minutes."
32871,4,Remove from heat and stir in pecans.
32871,5,"Pour mixture evenly over crackers and spread carefully to edge of pan, covering crackers completely."
32871,6,Bake for 10 minutes.
32871,7,"Remove from oven and sprinkle evenly with chocolate chips; when chips melt, smooth evenly to cover top."
